timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
31961;5.0;10;4.0;192.76227656512268;224.29864943075358;false;14.0
31962;7.0;2;-2.0;233.66516603417065;237.08017013960526;false;40.0
31963;5.0;8;-4.0;218.9779668217836;222.74136269850857;false;14.0
31964;1.0;14;2.0;231.9348474427873;244.59682267234146;false;39.0
31965;3.0;13;2.0;228.4409140803794;226.97846199744382;false;30.0
31966;5.0;6;-4.0;218.86495777493758;225.02051823982833;false;14.0
31967;1.0;14;2.0;234.46724248869813;219.46356501812636;false;24.0
31968;3.0;8;-2.0;217.1817389090293;222.3198562951254;false;14.0
31969;1.0;14;2.0;231.46650699458377;227.54757532456236;false;30.0
31970;3.0;10;-2.0;219.49730591618038;221.61444859452155;false;14.0
31971;1.0;14;2.0;230.6827206605795;216.42802311926332;false;21.0
31972;3.0;7;-2.0;217.14224791029258;219.79618423415144;false;17.0
31973;1.0;17;2.0;225.3290935935016;227.92866100666376;false;30.0
31974;3.0;10;-2.0;219.9207344518486;215.4681488264329;false;11.0
31975;1.0;11;2.0;227.18683202936987;230.19478318721724;false;33.0
31976;3.0;11;-2.0;219.1053146524636;220.26410636852063;false;17.0
31977;1.0;17;2.0;225.84900707613403;230.4033656961075;false;33.0
31978;3.0;11;-2.0;219.337072995675;219.20727580983018;false;16.0
31979;1.0;16;2.0;225.78586201092241;244.33358129741305;false;39.0
31980;3.0;13;2.0;228.14842366379227;224.68006603706294;false;20.0
31981;5.0;4;-2.0;227.4222955967366;243.70927692460177;false;39.0
31982;3.0;13;2.0;227.4547521384464;228.08646288112416;false;30.0
31983;5.0;6;-4.0;220.09606986791573;219.04860303708463;false;14.0
31984;1.0;14;2.0;227.83178115231627;227.12719559408893;false;30.0
31985;3.0;10;-2.0;219.03021732676547;218.9217776366037;false;14.0
31986;1.0;14;2.0;227.6908640406708;227.1076764498598;false;30.0
31987;3.0;10;-2.0;219.0085293887331;221.08389092011586;false;17.0
31988;1.0;17;2.0;226.75987880012872;233.25000639965177;false;36.0
31989;3.0;12;-2.0;219.16667377739086;218.81680387025773;false;14.0
31990;1.0;14;2.0;227.57422652250858;227.4812415255087;false;30.0
31991;3.0;10;-2.0;219.42360169500967;218.80006657079772;false;14.0
31992;1.0;14;2.0;227.5556295231086;233.1870298163678;false;36.0
31993;3.0;12;-2.0;219.09669979596424;216.0095800348454;false;11.0
31994;1.0;11;2.0;227.78842226093934;227.36900520315055;false;30.0
31995;3.0;10;-2.0;219.29889467016727;219.8137186235844;false;14.0
31996;1.0;14;2.0;228.68190958176044;220.38842614762365;false;24.0
31997;3.0;8;-2.0;218.2093623862485;218.32089160543975;false;14.0
31998;1.0;14;2.0;227.02321289493307;227.46167351476564;false;30.0
31999;3.0;10;-2.0;219.4018594608507;215.2728450468766;false;15.0
32000;1.0;15;2.0;222.52538338541842;226.7184509202503;false;30.0
32001;5.0;10;4.0;199.06955113824887;224.9133501697318;false;14.0
32002;7.0;2;-2.0;234.34816685525757;245.14120730241262;false;35.0
32003;5.0;7;-2.0;233.490230336014;226.7184509202503;false;30.0
32004;3.0;10;-2.0;218.57605657805587;222.54586528139848;false;16.0
32005;1.0;16;2.0;229.49540586822053;227.43301648685195;false;30.0
32006;3.0;10;-2.0;219.3700183187244;218.39981451700964;false;14.0
32007;1.0;14;2.0;227.1109050188996;220.40850140707806;false;24.0
32008;3.0;8;-2.0;218.23166823008674;217.19338186688177;false;14.0
32009;1.0;14;2.0;225.77042429653528;220.22160986170118;false;24.0
32010;3.0;8;-2.0;218.02401095744574;218.90934421321523;false;12.0
32011;1.0;12;2.0;229.89927134801692;227.25837980254332;false;30.0
32012;3.0;10;-2.0;219.17597755838145;215.93408496444343;false;11.0
32013;1.0;11;2.0;227.70453884938158;226.67483913563447;false;30.0
32014;3.0;10;-2.0;218.52759903959384;216.1945952686116;false;14.0
32015;1.0;14;2.0;224.66066140956846;230.38000220265545;false;33.0
32016;3.0;11;-2.0;219.31111355850604;218.43398373502998;false;12.0
32017;1.0;12;2.0;229.3710930389222;226.25489845685766;false;30.0
32018;3.0;10;-2.0;218.0609982853974;215.74873901596897;false;11.0
32019;1.0;11;2.0;227.49859890663217;220.38096984773966;false;24.0
32020;3.0;8;-2.0;218.20107760859963;217.87306871025837;false;12.0
32021;1.0;12;2.0;228.7478541225093;230.22211883442975;false;33.0
32022;3.0;11;-2.0;219.13568759381081;217.22407661136728;false;14.0
32023;1.0;14;2.0;225.80452956818587;225.83869178836056;false;30.0
32024;3.0;10;-2.0;217.59854643151172;217.23022581099872;false;14.0
32025;1.0;14;2.0;225.8113620122208;225.7723940766682;false;30.0
32026;3.0;10;-2.0;217.52488230740911;214.46756578536832;false;11.0
32027;1.0;11;2.0;226.07507309485368;222.69144642157295;false;27.0
32028;3.0;9;-2.0;217.4349404684144;217.22321158259925;false;14.0
32029;1.0;14;2.0;225.80356842511029;220.32192824603825;false;24.0
32030;3.0;8;-2.0;218.1354758289314;216.11722710961348;false;13.0
32031;1.0;13;2.0;225.68580789957053;243.82298485828375;false;39.0
32032;3.0;13;2.0;227.58109428698194;237.75758139741575;false;40.0
32033;5.0;8;-4.0;219.7306459971286;216.23651635036632;false;14.0
32034;1.0;14;2.0;224.7072403892959;225.22207710270087;false;30.0
32035;3.0;10;-2.0;216.91341900300097;216.3291869587792;false;14.0
32036;1.0;14;2.0;224.81020773197687;232.63134825936643;false;36.0
32037;3.0;12;-2.0;218.47927584374048;217.73699225370933;false;14.0
32038;1.0;14;2.0;226.3744358374548;225.11691533474095;false;30.0
32039;3.0;10;-2.0;216.7965725941566;217.51063856322082;false;14.0
32040;1.0;14;2.0;226.12293173691202;245.65475253816183;false;39.0
32041;5.0;10;4.0;204.23831094454545;232.97162578850214;false;28.0
32042;7.0;4;-2.0;227.7462508761135;226.1974034451964;false;25.0
