timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
8396;-1.0;18;4.0;44.330552875852234;44.785357224479625;false;30.0
8397;3.0;10;2.0;-79.80427768923497;56.26244652526823;true;30.0
8398;5.0;6;-6.0;29.18049613918692;21.979362371019945;false;-18.0
8399;-1.0;18;4.0;44.42151374557771;51.95552615413198;false;30.0
8400;3.0;10;-4.0;24.395029060146644;23.33548460455971;false;-18.0
8401;5.0;10;4.0;30.42886142406324;51.764808152126335;true;30.0
8402;3.0;10;-4.0;24.18312016902926;23.33548460455971;false;-18.0
8403;-1.0;18;4.0;45.92831622728857;51.61223375052181;true;30.0
8404;3.0;10;-4.0;24.01359305613535;24.3585897587417;false;-18.0
8405;-1.0;18;4.0;47.06509973193522;51.674333156990954;false;30.0
8406;3.0;10;-4.0;24.08259239665662;25.18825177525173;false;-18.0
8407;-1.0;18;4.0;47.98694641694637;51.873351845138075;false;30.0
8408;3.0;10;-4.0;24.30372427237564;25.88780475232624;true;-18.0
8409;-1.0;18;4.0;48.76422750258471;52.15848633152918;true;30.0
8410;3.0;10;-4.0;24.62054036836576;26.49877134153624;false;-18.0
8411;-1.0;18;6.0;-36.061347873675665;54.96624244699817;true;30.0
8412;5.0;6;-2.0;-138.4045746858443;52.496567906699866;true;30.0
8413;3.0;10;-4.0;24.996186562999856;27.49294071368866;false;-18.0
8414;-1.0;18;4.0;50.54771190409851;52.94598365382386;false;30.0
8415;3.0;10;4.0;-77.52847697500802;-3.8843565980633095;true;14.0
8416;7.0;2;2.0;-179.1873634956766;-87.49923926770222;true;-18.0
8417;9.0;-2;-6.0;-77.22137696411357;47.65760273540769;false;30.0
8418;3.0;10;-4.0;19.61955859489743;27.92462962863923;false;-18.0
8419;-1.0;18;4.0;51.027366254043585;49.152515521481206;true;30.0
8420;3.0;10;-2.0;-79.65857501018358;43.41510888416191;true;14.0
8421;1.0;14;-4.0;-94.38476382322293;-43.64088560402536;true;-66.0
8422;-3.0;22;2.0;24.843460439971828;27.587156496778;true;-18.0
8423;-1.0;18;4.0;50.65239610753111;53.13673201633411;true;30.0
8424;3.0;10;2.0;-79.80427768923497;59.42237618080451;true;30.0
8425;5.0;6;-6.0;32.69152908978279;28.034336960362538;false;-18.0
8426;-1.0;18;4.0;51.14926328929171;59.2054133256121;false;30.0
8427;3.0;10;-4.0;32.45045925068011;29.48444396690021;true;-18.0
8428;-1.0;18;4.0;52.76049329655579;58.671530574531715;false;30.0
8429;3.0;10;-4.0;31.85725619392413;30.548430676935872;false;-18.0
8430;-1.0;18;6.0;-36.061347873675665;58.58408159750887;true;30.0
8431;5.0;6;-6.0;31.76009066389874;31.383879229100295;false;-18.0
8432;-1.0;18;4.0;54.87097692122255;58.43594198147383;true;30.0
8433;3.0;10;-4.0;31.59549109052648;32.025572939945526;false;-18.0
8434;-1.0;18;2.0;-35.33866822471659;29.676727698604964;true;14.0
8435;1.0;14;2.0;17.418586331783295;58.51335671436926;false;30.0
8436;3.0;10;-4.0;31.681507460410288;27.362269337705314;true;-18.0
8437;-1.0;18;6.0;-36.061347873675665;58.51636353924515;true;30.0
8438;5.0;6;-6.0;31.68484837693905;28.82276090722838;false;-18.0
8439;-1.0;18;4.0;52.02528989692042;57.73589385228236;true;30.0
8440;3.0;10;-4.0;30.817659835869293;29.850669619193525;true;-18.0
8441;5.0;10;4.0;34.69605076967586;57.56183561328072;false;30.0
8442;3.0;10;-4.0;30.62426179253414;29.850669619193525;false;-18.0
8443;-1.0;18;4.0;53.167410687992806;57.422589022079414;false;30.0
8444;3.0;10;-4.0;30.469543357866016;30.61660171932912;false;-18.0
8445;-1.0;18;4.0;54.01844635481013;57.44905952714277;true;30.0
8446;3.0;10;-4.0;30.498955030158637;31.234112090348994;false;-18.0
8447;-1.0;18;4.0;54.70456898927666;57.58138779797704;false;30.0
8448;3.0;10;-4.0;30.64598644219671;31.751939475915066;false;-18.0
8449;-1.0;18;4.0;55.27993275101674;57.78045934404634;false;30.0
8450;3.0;10;-4.0;30.86717704894038;32.20203426266039;false;-18.0
8451;-1.0;18;4.0;55.780038069622655;58.02073364251594;false;30.0
8452;3.0;10;-4.0;31.134148491684382;32.605359465781184;false;-18.0
8453;-1.0;18;6.0;-36.061347873675665;58.00118779469723;true;30.0
8454;5.0;6;-6.0;31.112430882996918;32.924501375670445;false;-18.0
8455;-1.0;18;4.0;56.582779306300495;58.28555161785337;false;30.0
